CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,Risk
0_to_200,15,credits_paid_to_date,car_new,4646,100_to_500,1_to_4,2,male,none,3,unknown,40,none,own,2,skilled,1,none,yes,Risk
less_0,11,prior_payments_delayed,car_new,1525,100_to_500,1_to_4,2,female,none,1,real_estate,26,stores,own,1,skilled,1,yes,yes,No Risk
0_to_200,5,all_credits_paid_back,car_used,250,less_100,unemployed,2,male,none,2,real_estate,19,stores,rent,1,skilled,1,none,yes,No Risk
0_to_200,16,credits_paid_to_date,car_new,1812,less_100,1_to_4,1,male,none,3,savings_insurance,44,none,own,1,skilled,2,none,yes,Risk
no_checking,23,prior_payments_delayed,car_used,2771,500_to_1000,less_1,2,male,none,2,car_other,50,none,own,2,skilled,2,yes,yes,No Risk
0_to_200,34,outstanding_credit,repairs,4593,unknown,1_to_4,3,male,none,2,savings_insurance,39,stores,own,2,unskilled,1,none,yes,No Risk
no_checking,17,prior_payments_delayed,radio_tv,1492,500_to_1000,greater_7,3,female,none,2,savings_insurance,46,none,own,1,skilled,1,none,yes,No Risk
less_0,16,credits_paid_to_date,repairs,1435,500_to_1000,1_to_4,1,male,none,2,car_other,25,stores,rent,2,skilled,1,none,yes,Risk
less_0,4,credits_paid_to_date,car_new,250,less_100,less_1,1,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
0_to_200,22,credits_paid_to_date,car_new,2260,100_to_500,1_to_4,3,male,none,2,savings_insurance,47,bank,own,3,unemployed,1,yes,yes,Risk
less_0,4,all_credits_paid_back,car_used,250,100_to_500,less_1,2,male,none,1,savings_insurance,19,stores,rent,1,skilled,1,none,yes,No Risk
0_to_200,14,credits_paid_to_date,car_used,917,less_100,less_1,2,female,none,3,real_estate,24,none,own,1,skilled,1,none,yes,No Risk
0_to_200,11,credits_paid_to_date,car_used,6169,less_100,less_1,3,male,none,2,car_other,37,none,own,2,management_self-employed,1,none,yes,Risk
less_0,13,all_credits_paid_back,vacation,1586,100_to_500,1_to_4,3,male,none,3,savings_insurance,34,stores,own,1,unskilled,1,yes,yes,No Risk
less_0,6,no_credits,car_new,777,100_to_500,1_to_4,2,female,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
0_to_200,23,credits_paid_to_date,car_used,2641,less_100,4_to_7,3,male,none,2,real_estate,33,none,own,2,skilled,1,yes,yes,No Risk
no_checking,37,outstanding_credit,appliances,3072,500_to_1000,greater_7,3,female,none,3,car_other,34,none,own,1,skilled,1,yes,yes,Risk
no_checking,63,outstanding_credit,other,8244,greater_1000,greater_7,4,male,co-applicant,5,car_other,52,none,free,2,skilled,2,yes,yes,Risk
0_to_200,19,prior_payments_delayed,repairs,1822,greater_1000,4_to_7,4,male,none,3,savings_insurance,19,none,own,2,skilled,1,none,yes,Risk
no_checking,25,prior_payments_delayed,car_used,4317,100_to_500,4_to_7,4,male,none,4,car_other,39,none,own,1,management_self-employed,1,none,no,No Risk
less_0,9,prior_payments_delayed,car_new,250,less_100,4_to_7,1,female,none,1,real_estate,29,stores,own,1,skilled,1,none,yes,No Risk
less_0,22,prior_payments_delayed,furniture,4428,less_100,1_to_4,3,female,none,3,savings_insurance,32,none,rent,2,skilled,1,none,yes,Risk
less_0,11,no_credits,car_used,368,less_100,unemployed,1,male,none,2,real_estate,19,none,rent,1,management_self-employed,1,none,yes,No Risk
less_0,17,credits_paid_to_date,car_used,2065,less_100,less_1,3,female,none,3,savings_insurance,25,none,own,1,skilled,1,yes,yes,No Risk
less_0,4,all_credits_paid_back,car_used,250,less_100,unemployed,1,male,none,1,real_estate,19,stores,rent,1,skilled,1,none,yes,No Risk
no_checking,25,prior_payments_delayed,car_used,4998,500_to_1000,4_to_7,3,male,guarantor,5,car_other,60,none,free,2,skilled,1,yes,yes,Risk
less_0,4,credits_paid_to_date,car_used,1694,less_100,1_to_4,3,female,none,1,savings_insurance,26,none,own,1,skilled,1,none,yes,No Risk
less_0,8,all_credits_paid_back,education,2704,less_100,unemployed,2,female,none,3,real_estate,19,none,own,1,management_self-employed,1,none,yes,No Risk
less_0,19,prior_payments_delayed,furniture,250,less_100,less_1,2,male,none,3,savings_insurance,19,stores,own,1,skilled,1,none,yes,No Risk
less_0,8,all_credits_paid_back,car_new,3350,less_100,less_1,1,female,none,1,car_other,32,none,own,2,skilled,1,yes,yes,No Risk
0_to_200,9,prior_payments_delayed,car_new,329,less_100,1_to_4,2,male,none,3,real_estate,23,stores,own,1,skilled,2,yes,yes,Risk
0_to_200,15,credits_paid_to_date,car_new,1323,less_100,4_to_7,3,female,none,2,real_estate,29,none,own,1,skilled,1,none,yes,No Risk
0_to_200,4,all_credits_paid_back,car_used,3562,less_100,1_to_4,3,female,none,2,savings_insurance,21,none,own,1,skilled,1,none,yes,No Risk
less_0,12,credits_paid_to_date,car_used,250,less_100,less_1,2,female,none,2,real_estate,24,none,own,1,skilled,1,none,yes,No Risk
0_to_200,19,prior_payments_delayed,radio_tv,358,100_to_500,greater_7,3,female,none,2,car_other,40,none,own,2,skilled,1,none,yes,No Risk
less_0,13,credits_paid_to_date,car_used,250,500_to_1000,unemployed,1,male,none,2,savings_insurance,19,none,rent,1,skilled,1,none,yes,No Risk
no_checking,24,prior_payments_delayed,radio_tv,7173,greater_1000,1_to_4,4,male,none,4,savings_insurance,51,stores,rent,3,unskilled,2,yes,yes,No Risk
no_checking,33,outstanding_credit,repairs,5363,500_to_1000,4_to_7,4,male,none,3,savings_insurance,49,stores,own,2,unemployed,2,yes,yes,Risk
less_0,4,credits_paid_to_date,car_used,250,100_to_500,1_to_4,2,female,none,1,savings_insurance,26,bank,rent,1,unskilled,1,none,yes,No Risk
0_to_200,19,credits_paid_to_date,retraining,3233,less_100,4_to_7,2,female,none,1,car_other,34,stores,free,1,skilled,1,yes,yes,Risk
no_checking,8,prior_payments_delayed,furniture,811,100_to_500,4_to_7,3,male,none,2,real_estate,32,none,own,1,management_self-employed,1,yes,yes,Risk
less_0,25,prior_payments_delayed,radio_tv,4531,less_100,less_1,3,male,none,3,car_other,27,none,own,2,skilled,1,yes,yes,No Risk
no_checking,18,credits_paid_to_date,radio_tv,5093,500_to_1000,1_to_4,3,male,none,4,car_other,48,stores,own,2,unskilled,1,none,yes,Risk
no_checking,41,prior_payments_delayed,other,7242,500_to_1000,4_to_7,4,male,none,4,car_other,41,none,own,2,management_self-employed,1,none,yes,No Risk
no_checking,28,prior_payments_delayed,radio_tv,1820,unknown,less_1,2,female,none,4,savings_insurance,28,bank,rent,2,unemployed,1,yes,yes,No Risk
greater_200,31,prior_payments_delayed,radio_tv,3914,100_to_500,1_to_4,4,female,co-applicant,3,real_estate,52,none,free,2,skilled,1,yes,yes,Risk
no_checking,18,outstanding_credit,radio_tv,4224,unknown,4_to_7,3,male,none,4,car_other,42,stores,own,2,unskilled,2,yes,yes,No Risk
less_0,16,prior_payments_delayed,furniture,869,less_100,4_to_7,3,male,none,3,car_other,37,none,own,1,skilled,1,yes,yes,No Risk
no_checking,11,credits_paid_to_date,car_used,4025,less_100,1_to_4,2,female,none,2,savings_insurance,40,none,own,1,skilled,2,none,yes,No Risk
less_0,19,credits_paid_to_date,vacation,3268,less_100,1_to_4,3,female,none,2,savings_insurance,22,none,own,1,skilled,1,none,yes,No Risk
no_checking,15,outstanding_credit,radio_tv,2953,unknown,4_to_7,2,male,none,2,savings_insurance,43,stores,own,2,unskilled,1,none,yes,No Risk
greater_200,19,credits_paid_to_date,furniture,4480,less_100,1_to_4,3,male,none,2,car_other,42,none,own,2,skilled,2,yes,yes,Risk
less_0,22,prior_payments_delayed,radio_tv,3841,less_100,4_to_7,3,male,co-applicant,2,unknown,52,stores,own,1,skilled,1,yes,yes,No Risk
no_checking,31,prior_payments_delayed,appliances,6610,100_to_500,1_to_4,4,female,none,3,savings_insurance,48,none,own,2,skilled,1,none,yes,No Risk
greater_200,20,credits_paid_to_date,car_new,3846,less_100,4_to_7,4,male,none,4,savings_insurance,32,none,own,2,management_self-employed,1,yes,yes,Risk
less_0,15,credits_paid_to_date,retraining,1302,less_100,less_1,1,female,none,2,real_estate,20,none,rent,1,skilled,1,none,yes,No Risk
greater_200,14,credits_paid_to_date,vacation,1995,less_100,1_to_4,2,male,none,1,real_estate,20,none,own,1,skilled,1,none,no,No Risk
less_0,17,credits_paid_to_date,radio_tv,2533,less_100,less_1,2,female,none,3,savings_insurance,32,none,own,1,skilled,1,none,yes,No Risk
no_checking,8,all_credits_paid_back,furniture,250,less_100,less_1,2,female,none,2,real_estate,19,none,own,1,management_self-employed,1,none,yes,No Risk
no_checking,47,credits_paid_to_date,repairs,4952,unknown,4_to_7,3,male,none,4,car_other,41,none,own,2,skilled,2,yes,yes,No Risk
no_checking,8,prior_payments_delayed,car_new,1110,500_to_1000,1_to_4,3,female,none,3,car_other,36,none,own,1,skilled,1,yes,no,No Risk
no_checking,40,prior_payments_delayed,radio_tv,5538,500_to_1000,greater_7,4,male,co-applicant,3,unknown,44,none,free,2,skilled,1,yes,yes,Risk
no_checking,22,prior_payments_delayed,radio_tv,7110,500_to_1000,4_to_7,3,male,none,2,savings_insurance,51,none,own,2,skilled,1,none,yes,No Risk
0_to_200,14,credits_paid_to_date,car_new,3148,less_100,1_to_4,3,male,none,3,car_other,41,none,own,2,skilled,1,none,yes,No Risk
0_to_200,13,credits_paid_to_date,furniture,250,less_100,less_1,2,female,co-applicant,2,real_estate,19,none,own,1,skilled,1,none,yes,No Risk
less_0,10,all_credits_paid_back,car_used,250,less_100,1_to_4,2,female,none,2,real_estate,36,stores,rent,1,unskilled,1,none,yes,No Risk
no_checking,13,outstanding_credit,car_used,6281,100_to_500,greater_7,4,male,none,4,savings_insurance,31,none,free,1,management_self-employed,1,none,yes,No Risk
no_checking,25,outstanding_credit,radio_tv,6683,500_to_1000,4_to_7,3,female,none,3,unknown,44,none,own,3,skilled,1,yes,yes,Risk
0_to_200,4,all_credits_paid_back,car_new,250,less_100,1_to_4,2,female,none,2,savings_insurance,19,none,rent,1,skilled,1,none,yes,No Risk
0_to_200,17,credits_paid_to_date,car_used,4490,less_100,1_to_4,2,female,none,2,savings_insurance,32,none,free,1,skilled,1,none,yes,No Risk
no_checking,8,credits_paid_to_date,car_new,2971,less_100,4_to_7,3,male,co-applicant,4,car_other,47,none,own,1,skilled,2,yes,yes,Risk
no_checking,39,prior_payments_delayed,furniture,7177,500_to_1000,greater_7,4,male,co-applicant,5,unknown,49,none,free,2,skilled,1,yes,yes,Risk
0_to_200,8,all_credits_paid_back,car_used,2069,less_100,4_to_7,2,female,none,2,real_estate,20,none,own,1,skilled,1,none,yes,No Risk
no_checking,28,prior_payments_delayed,radio_tv,4153,100_to_500,1_to_4,3,female,none,3,car_other,41,none,own,1,skilled,1,yes,yes,No Risk
no_checking,30,prior_payments_delayed,furniture,5546,unknown,greater_7,4,male,none,5,car_other,37,none,own,2,skilled,1,none,yes,No Risk
no_checking,33,outstanding_credit,repairs,5034,500_to_1000,greater_7,4,female,none,3,car_other,43,none,own,2,skilled,1,yes,yes,Risk
0_to_200,20,credits_paid_to_date,car_new,2499,less_100,1_to_4,3,male,none,3,car_other,31,none,free,1,skilled,2,yes,yes,No Risk
less_0,17,credits_paid_to_date,car_new,1312,500_to_1000,1_to_4,3,male,none,3,savings_insurance,22,stores,rent,2,unskilled,1,yes,yes,No Risk
no_checking,32,prior_payments_delayed,appliances,2879,500_to_1000,1_to_4,4,male,none,2,car_other,46,none,own,2,skilled,1,yes,yes,Risk
no_checking,35,outstanding_credit,radio_tv,6924,unknown,greater_7,5,male,co-applicant,5,car_other,53,none,free,3,skilled,2,yes,yes,Risk
greater_200,27,credits_paid_to_date,car_new,1471,100_to_500,1_to_4,3,female,none,3,car_other,33,none,own,2,skilled,1,yes,yes,No Risk
no_checking,40,prior_payments_delayed,furniture,5234,500_to_1000,4_to_7,4,male,none,5,car_other,54,none,free,2,skilled,1,yes,yes,Risk
less_0,10,credits_paid_to_date,furniture,250,less_100,less_1,2,female,none,1,real_estate,22,stores,own,1,skilled,1,none,yes,No Risk
no_checking,26,credits_paid_to_date,retraining,5217,100_to_500,greater_7,3,male,none,3,savings_insurance,42,none,own,1,skilled,1,none,yes,No Risk
no_checking,19,all_credits_paid_back,car_new,1593,less_100,1_to_4,2,female,none,3,real_estate,27,none,free,1,skilled,1,none,yes,Risk
no_checking,40,prior_payments_delayed,radio_tv,7030,unknown,greater_7,4,male,co-applicant,4,car_other,45,none,own,2,skilled,2,yes,yes,Risk
less_0,4,all_credits_paid_back,car_new,250,less_100,1_to_4,1,female,none,2,real_estate,19,bank,rent,1,unskilled,1,none,yes,No Risk
no_checking,40,outstanding_credit,repairs,10920,greater_1000,greater_7,6,male,co-applicant,6,unknown,54,stores,free,2,unskilled,2,yes,yes,Risk
less_0,10,all_credits_paid_back,car_new,1693,less_100,1_to_4,3,female,none,2,car_other,31,none,rent,1,skilled,1,none,yes,No Risk
less_0,9,all_credits_paid_back,car_used,489,less_100,1_to_4,2,female,none,3,real_estate,23,none,own,1,skilled,1,none,yes,No Risk
less_0,20,no_credits,vacation,862,less_100,unemployed,2,female,none,1,savings_insurance,19,none,rent,1,skilled,1,none,yes,No Risk
no_checking,31,credits_paid_to_date,car_used,5636,100_to_500,greater_7,3,female,none,3,car_other,50,none,own,2,skilled,1,none,yes,Risk
less_0,12,all_credits_paid_back,furniture,250,less_100,1_to_4,1,female,none,2,savings_insurance,28,stores,rent,1,skilled,1,none,yes,No Risk
0_to_200,16,prior_payments_delayed,car_used,3218,less_100,less_1,2,male,none,3,savings_insurance,35,bank,rent,1,unskilled,1,yes,yes,Risk
less_0,4,all_credits_paid_back,car_new,687,less_100,unemployed,2,male,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
0_to_200,20,prior_payments_delayed,furniture,2732,greater_1000,4_to_7,2,male,none,1,unknown,38,stores,own,2,skilled,1,yes,yes,Risk
no_checking,12,all_credits_paid_back,car_new,1927,500_to_1000,less_1,3,male,none,3,savings_insurance,36,none,own,1,skilled,1,yes,yes,No Risk
less_0,20,credits_paid_to_date,appliances,2615,less_100,less_1,2,female,none,1,savings_insurance,32,stores,own,1,skilled,1,none,yes,No Risk
no_checking,12,credits_paid_to_date,car_new,4916,100_to_500,4_to_7,3,female,none,4,car_other,48,none,own,2,skilled,1,none,yes,Risk
less_0,20,all_credits_paid_back,furniture,2734,less_100,less_1,3,male,none,2,real_estate,26,none,own,1,skilled,1,none,yes,No Risk
0_to_200,14,prior_payments_delayed,furniture,5834,greater_1000,4_to_7,3,male,none,4,savings_insurance,32,none,rent,1,management_self-employed,1,none,yes,Risk
less_0,9,all_credits_paid_back,car_used,250,100_to_500,unemployed,2,male,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
0_to_200,19,all_credits_paid_back,car_new,250,less_100,4_to_7,3,female,none,3,savings_insurance,25,stores,own,1,skilled,1,none,yes,No Risk
no_checking,54,outstanding_credit,other,7465,greater_1000,greater_7,5,male,co-applicant,3,unknown,48,none,free,2,skilled,1,yes,yes,No Risk
0_to_200,4,all_credits_paid_back,radio_tv,250,less_100,less_1,2,female,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
less_0,8,prior_payments_delayed,car_used,840,less_100,1_to_4,2,female,none,1,car_other,30,none,rent,1,skilled,1,none,yes,No Risk
0_to_200,8,prior_payments_delayed,appliances,250,greater_1000,less_1,1,male,co-applicant,3,savings_insurance,45,stores,rent,1,skilled,1,none,yes,No Risk
no_checking,33,credits_paid_to_date,car_used,5485,500_to_1000,1_to_4,3,female,none,4,car_other,39,none,own,1,skilled,1,none,yes,Risk
no_checking,29,prior_payments_delayed,radio_tv,3573,greater_1000,greater_7,3,male,none,4,car_other,58,bank,own,2,unemployed,2,yes,yes,Risk
less_0,31,credits_paid_to_date,radio_tv,2246,less_100,less_1,2,male,none,1,real_estate,23,bank,rent,1,unemployed,1,yes,yes,No Risk
less_0,4,credits_paid_to_date,car_used,559,500_to_1000,1_to_4,3,male,none,2,savings_insurance,22,none,own,1,skilled,1,none,yes,No Risk
greater_200,36,prior_payments_delayed,radio_tv,4469,100_to_500,greater_7,4,male,none,2,savings_insurance,34,none,own,2,skilled,1,yes,yes,No Risk
no_checking,22,prior_payments_delayed,radio_tv,3298,100_to_500,4_to_7,4,female,co-applicant,3,car_other,52,none,own,1,skilled,1,yes,yes,Risk
no_checking,42,prior_payments_delayed,other,6096,500_to_1000,greater_7,4,female,none,3,savings_insurance,47,none,free,2,skilled,1,none,no,Risk
no_checking,27,outstanding_credit,radio_tv,2422,500_to_1000,greater_7,3,female,none,2,savings_insurance,45,none,own,1,skilled,1,yes,yes,Risk
0_to_200,13,credits_paid_to_date,car_used,2309,less_100,less_1,1,female,none,1,savings_insurance,32,stores,own,1,skilled,1,none,yes,Risk
no_checking,36,outstanding_credit,radio_tv,5832,unknown,greater_7,5,male,co-applicant,4,unknown,70,none,free,3,skilled,2,yes,yes,Risk
no_checking,42,prior_payments_delayed,radio_tv,7306,500_to_1000,greater_7,4,male,co-applicant,4,car_other,58,none,own,2,skilled,1,yes,yes,Risk
0_to_200,24,prior_payments_delayed,retraining,2410,100_to_500,4_to_7,3,female,none,1,car_other,37,stores,own,1,unskilled,1,none,yes,No Risk
no_checking,27,all_credits_paid_back,radio_tv,7104,less_100,4_to_7,3,male,none,3,savings_insurance,50,none,own,1,skilled,2,yes,yes,Risk
no_checking,20,credits_paid_to_date,radio_tv,6486,100_to_500,4_to_7,4,male,none,2,car_other,42,none,free,2,management_self-employed,1,yes,yes,No Risk
0_to_200,25,prior_payments_delayed,car_used,2487,greater_1000,1_to_4,2,female,none,2,savings_insurance,35,stores,own,1,skilled,1,none,yes,No Risk
no_checking,25,prior_payments_delayed,radio_tv,7515,greater_1000,4_to_7,4,male,none,4,unknown,34,stores,rent,1,unskilled,2,none,yes,No Risk
0_to_200,13,credits_paid_to_date,car_new,5740,less_100,less_1,2,male,none,3,unknown,35,none,own,1,skilled,2,none,yes,No Risk
no_checking,42,outstanding_credit,vacation,7686,unknown,greater_7,4,male,co-applicant,3,unknown,43,none,free,2,skilled,2,yes,yes,Risk
no_checking,46,outstanding_credit,education,8073,unknown,greater_7,5,male,co-applicant,4,car_other,55,none,own,2,skilled,2,yes,yes,Risk
0_to_200,20,prior_payments_delayed,furniture,4293,less_100,1_to_4,2,female,none,1,car_other,34,stores,own,2,unskilled,1,none,yes,Risk
0_to_200,18,credits_paid_to_date,furniture,2949,500_to_1000,1_to_4,3,male,none,3,savings_insurance,33,bank,rent,2,unskilled,1,none,yes,No Risk
less_0,4,all_credits_paid_back,car_new,250,less_100,1_to_4,1,male,none,1,real_estate,19,stores,rent,1,skilled,1,none,yes,No Risk
less_0,28,credits_paid_to_date,car_new,1735,less_100,4_to_7,2,male,none,3,savings_insurance,34,stores,own,1,skilled,1,none,yes,No Risk
less_0,10,prior_payments_delayed,car_used,4046,less_100,4_to_7,3,male,none,3,unknown,31,stores,own,1,skilled,1,none,yes,No Risk
0_to_200,25,credits_paid_to_date,education,2228,greater_1000,greater_7,3,male,none,2,savings_insurance,43,none,own,2,skilled,1,none,yes,Risk
less_0,11,all_credits_paid_back,car_new,250,less_100,unemployed,1,male,none,1,real_estate,19,stores,own,1,skilled,1,none,yes,No Risk
no_checking,36,prior_payments_delayed,appliances,7624,greater_1000,greater_7,5,male,co-applicant,3,car_other,46,none,own,2,skilled,1,none,yes,No Risk
0_to_200,4,credits_paid_to_date,education,3511,100_to_500,1_to_4,2,male,none,3,real_estate,24,none,rent,1,skilled,2,none,yes,No Risk
0_to_200,24,all_credits_paid_back,vacation,6401,less_100,less_1,3,male,none,4,car_other,25,none,own,1,management_self-employed,1,yes,yes,No Risk
0_to_200,12,prior_payments_delayed,retraining,3293,100_to_500,1_to_4,2,male,none,2,savings_insurance,27,none,own,2,skilled,1,none,yes,No Risk
0_to_200,17,credits_paid_to_date,car_used,1717,500_to_1000,unemployed,1,male,none,3,real_estate,31,none,rent,1,skilled,1,none,yes,No Risk
